FIRM,class,Start,End,Length,Night,Gap,WS,idx,Base,StartAdj,LenAdj,Comp,Trans,Press,p1s,p1l,p2s,p2l,MalAdj,NFZ,AFZ,MFZ
3,0,525,1185,660,0,890,0,4,5.00,0.00,0.00,0.00,0.00,-2.00,4,550,4,590,0,0,0,0
2,0,525,1265,740,0,780,0,5,5.00,0.00,-0.12,0.00,0.00,-3.00,3,660,4,550,0,0,0,0
1,0,525,1170,645,0,700,0,6,5.00,0.00,0.00,0.00,0.00,-4.00,2,740,3,660,0,0,0,0
5,0,525,1245,720,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,1,645,2,740,0,0,0,0
4,0,525,1245,720,0,720,0,2,5.00,0.00,0.00,0.00,0.00,-0.67,5,720,1,645,0,0,0,0
4,0,525,1125,600,0,720,0,3,5.00,0.00,0.00,0.00,0.00,-1.33,4,720,5,720,0,0,0,0
3,0,525,1135,610,0,840,0,4,5.00,0.00,0.00,0.00,0.00,-2.00,4,600,4,720,0,0,0,0
2,0,525,1145,620,0,830,0,5,5.00,0.00,0.00,0.00,0.00,-2.67,3,610,4,600,0,0,0,0
2,0,525,1005,480,0,820,0,6,5.00,0.00,0.00,0.00,0.00,-3.33,2,620,3,610,0,0,0,0
5,0,525,1245,720,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,2,480,2,620,0,0,0,0
4,0,525,1305,780,0,720,0,2,5.00,0.00,-0.50,0.00,0.00,-0.67,5,720,2,480,0,0,0,0
4,0,525,1135,610,0,660,0,3,5.00,0.00,0.00,0.00,0.00,-1.33,4,780,5,720,0,0,0,0
3,0,525,1170,645,0,830,0,4,5.00,0.00,0.00,0.00,0.00,-2.00,4,610,4,780,0,0,0,0
2,0,525,1245,720,0,795,0,5,5.00,0.00,0.00,0.00,0.00,-3.00,3,645,4,610,0,0,0,0
5,0,525,1125,600,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,2,720,3,645,0,0,0,0
4,0,525,1080,555,0,840,0,2,5.00,0.00,0.00,0.00,0.00,-0.67,5,600,2,720,0,0,0,0
2,0,525,1005,480,0,999,0,6,5.00,0.00,0.00,0.00,0.00,-3.33,0,0,0,0,0,0,0,0
5,0,525,1205,680,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,2,480,0,0,0,0,0,0
4,0,525,1115,590,0,760,0,2,5.00,0.00,0.00,0.00,0.00,-0.67,5,680,2,480,0,0,0,0
4,0,525,1075,550,0,850,0,3,5.00,0.00,0.00,0.00,0.00,-1.33,4,590,5,680,0,0,0,0
5,0,915,1395,480,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,4,550,4,590,0,0,0,0
4,0,916,1395,479,0,961,0,2,5.00,0.00,0.00,0.00,0.00,-0.67,5,480,4,550,0,0,0,0
4,0,917,1395,478,0,962,0,3,5.00,0.00,0.00,0.00,0.00,-1.33,4,479,5,480,0,0,0,0
5,0,918,1395,477,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,4,478,4,479,0,0,0,0
5,0,919,1395,476,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,5,477,4,478,0,0,0,0
4,0,920,1395,475,0,965,0,2,5.00,0.00,0.00,0.00,0.00,-0.67,5,476,5,477,0,0,0,0
4,0,921,1395,474,0,966,0,3,5.00,0.00,0.00,0.00,0.00,-1.33,4,475,5,476,0,0,0,0
3,0,922,1395,473,0,967,0,4,5.00,0.00,0.00,0.00,0.00,-2.00,4,474,4,475,0,0,0,0
5,0,525,1125,600,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,3,473,4,474,0,0,0,0
4,0,525,1080,555,0,840,0,2,5.00,0.00,0.00,0.00,0.00,-0.67,5,600,3,473,0,0,0,0
2,0,1365,1845,480,1,999,1,1,2.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0
4,0,944,1424,480,0,999,1,1,5.00,0.00,0.00,0.00,-1.00,0.00,2,480,0,0,0,0,0,0
-3,0,1065,1830,765,1,999,0,2,2.00,0.00,-0.75,0.00,-3.00,-1.00,4,480,2,480,0,0,0,0
-4,0,1065,1635,570,1,675,0,3,2.00,0.00,0.00,-0.75,-3.00,-2.00,-3,765,4,480,0,0,0,0
-5,0,1065,1825,760,1,870,0,4,2.00,0.00,-0.75,0.00,-3.00,-3.00,-4,570,-3,765,0,0,0,0
4,0,525,1135,610,0,999,1,1,5.00,0.00,0.00,0.00,-1.00,0.00,-5,760,-4,570,0,0,0,0
5,0,915,1395,480,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,4,610,-5,760,0,0,0,0
5,0,525,1305,780,0,999,1,1,5.00,0.00,-0.50,0.00,0.00,0.00,5,480,4,610,0,0,0,0
-1,0,1125,1690,565,1,999,0,2,2.00,0.00,0.00,0.00,-2.00,-1.00,5,780,5,480,0,0,0,0
0,0,285,1065,780,0,999,1,1,5.00,-3.25,-0.50,0.00,-1.00,0.00,-1,565,5,780,0,0,0,0
1,0,344,1064,720,0,719,0,2,5.00,-2.25,0.00,0.00,-1.00,-0.67,0,780,-1,565,0,0,0,0
5,0,820,1540,720,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0
4,0,820,1480,660,0,720,0,2,5.00,0.00,0.00,0.00,0.00,-0.67,5,720,0,0,0,0,0,0
4,0,820,1495,675,0,780,0,3,5.00,0.00,0.00,0.00,0.00,-1.33,4,660,5,720,0,0,0,0
3,0,820,1510,690,0,765,0,4,5.00,0.00,0.00,0.00,0.00,-2.00,4,675,4,660,0,0,0,0
2,0,820,1390,570,0,750,0,5,5.00,0.00,0.00,0.00,0.00,-2.67,3,690,4,675,0,0,0,0
5,0,820,1300,480,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,2,570,3,690,0,0,0,0
4,0,820,1510,690,0,960,0,2,5.00,0.00,0.00,0.00,0.00,-0.67,5,480,2,570,0,0,0,0
2,1,330,690,360,0,999,1,1,5.00,-3.50,0.00,0.00,0.00,0.00,4,690,5,480,0,0,0,0
-2,0,340,850,510,0,999,0,6,5.00,-3.25,0.00,0.00,0.00,-3.33,0,0,0,0,0,0,0,0
-3,0,340,820,480,0,930,0,7,5.00,-3.25,0.00,0.00,0.00,-4.33,-2,510,0,0,0,0,0,0
-4,0,340,970,630,0,960,0,8,5.00,-3.25,0.00,0.00,0.00,-5.67,-3,480,-2,510,0,0,0,0
-5,0,340,1000,660,0,810,0,9,5.00,-3.25,0.00,0.00,0.00,-7.00,-4,630,-3,480,0,0,0,0
-7,0,340,820,480,0,780,0,10,5.00,-3.25,0.00,0.00,0.00,-8.33,-5,660,-4,630,0,0,0,0
-8,0,340,850,510,0,960,0,11,5.00,-3.25,0.00,0.00,0.00,-9.67,-7,480,-5,660,0,0,0,0
-9,0,340,850,510,0,930,0,12,5.00,-3.25,0.00,0.00,0.00,-11.00,-8,510,-7,480,0,0,0,0
-10,0,340,820,480,0,930,0,13,5.00,-3.25,0.00,0.00,0.00,-12.33,-9,510,-8,510,0,0,0,0
-10,0,340,880,540,0,960,0,14,5.00,-3.25,0.00,0.00,0.00,-13.67,-10,480,-9,510,0,0,0,0
-10,0,340,1030,690,0,900,0,15,5.00,-3.25,0.00,0.00,0.00,-15.00,-10,540,-10,480,0,0,0,0
-10,0,340,820,480,0,750,0,16,5.00,-3.25,0.00,0.00,0.00,-16.33,-10,690,-10,540,0,0,0,0
-10,0,340,820,480,0,960,0,17,5.00,-3.25,0.00,0.00,0.00,-17.67,-10,480,-10,690,0,0,0,0
-10,0,340,820,480,0,960,0,18,5.00,-3.25,0.00,0.00,0.00,-19.00,-10,480,-10,480,0,0,0,0
-10,0,340,880,540,0,960,0,19,5.00,-3.25,0.00,0.00,0.00,-20.33,-10,480,-10,480,0,0,0,0
-10,0,340,820,480,0,900,0,20,5.00,-3.25,0.00,0.00,0.00,-21.67,-10,540,-10,480,0,0,0,0
-10,0,340,820,480,0,960,0,21,5.00,-3.25,0.00,0.00,0.00,-23.00,-10,480,-10,540,0,0,0,0
-10,0,340,1060,720,0,960,0,22,5.00,-3.25,0.00,0.00,0.00,-24.33,-10,480,-10,480,0,0,0,0
-10,0,340,1000,660,0,720,0,23,5.00,-3.25,0.00,0.00,0.00,-25.67,-10,720,-10,480,0,0,0,0
-10,0,340,820,480,0,780,0,24,5.00,-3.25,0.00,0.00,0.00,-27.00,-10,660,-10,720,0,0,0,0
-10,0,340,820,480,0,960,0,25,5.00,-3.25,0.00,0.00,0.00,-28.33,-10,480,-10,660,0,0,0,0
-10,0,340,820,480,0,960,0,26,5.00,-3.25,0.00,0.00,0.00,-29.67,-10,480,-10,480,0,0,0,0
-10,0,340,850,510,0,960,0,27,5.00,-3.25,0.00,0.00,0.00,-31.00,-10,480,-10,480,0,0,0,0
-10,0,340,820,480,0,930,0,28,5.00,-3.25,0.00,0.00,0.00,-32.33,-10,510,-10,480,0,0,0,0
2,0,340,1000,660,0,999,1,1,5.00,-3.25,0.00,0.00,0.00,0.00,-10,480,-10,510,0,0,0,0
1,1,330,690,360,0,770,0,2,5.00,-3.50,0.00,0.00,0.00,-0.67,2,660,-10,480,0,0,0,0
-6,0,850,1570,720,1,999,0,6,2.00,0.00,0.00,0.00,-3.00,-4.50,0,0,0,0,0,0,0,0
-5,0,880,1390,510,0,750,0,7,5.00,0.00,0.00,0.00,-4.00,-5.50,-6,720,0,0,0,0,0,0
-10,0,430,1090,660,0,480,0,8,5.00,-0.75,0.00,-3.00,-4.00,-6.83,-5,510,-6,720,0,0,0,0
-7,0,731,1256,525,0,999,0,9,5.00,0.00,0.00,0.00,-4.00,-8.17,-10,660,-5,510,0,0,0,0
-9,0,595,1420,825,0,779,0,10,5.00,0.00,-0.88,0.00,-4.00,-9.50,-7,525,-10,660,0,0,0,0
-10,0,580,1330,750,0,600,0,11,5.00,0.00,-0.25,-1.00,-4.00,-10.83,-9,825,-7,525,0,0,0,0
-10,0,520,1300,780,0,630,0,12,5.00,0.00,-0.50,-0.50,-4.00,-12.17,-10,750,-9,825,0,0,0,0
-10,0,480,1135,655,0,620,0,13,5.00,0.00,0.00,-0.75,-4.00,-13.50,-10,780,-10,750,0,0,0,0
-10,0,1060,1660,600,1,999,0,14,2.00,0.00,0.00,0.00,-6.00,-15.50,-10,655,-10,780,0,0,0,0
-10,0,970,1630,660,1,750,0,15,2.00,0.00,0.00,0.00,-6.00,-17.50,-10,600,-10,655,0,0,0,0
-10,0,1275,1770,495,1,999,0,16,2.00,0.00,0.00,0.00,-6.00,-19.50,-10,660,-10,600,0,0,0,0
-10,0,1330,2125,795,1,999,0,17,2.00,0.00,-1.25,0.00,-6.00,-21.50,-10,495,-10,660,0,0,0,0
-10,0,100,610,510,1,855,0,18,2.00,0.00,0.00,0.00,-6.00,-23.50,-10,795,-10,495,0,0,0,0
4,0,745,1480,735,0,999,1,1,5.00,0.00,-0.12,0.00,-0.50,0.00,-10,510,-10,795,0,0,0,0
-2,0,1105,1825,720,1,999,0,2,2.00,0.00,0.00,0.00,-2.50,-1.00,4,735,-10,510,0,0,0,0
-3,0,1150,1810,660,1,765,0,3,2.00,0.00,0.00,0.00,-2.50,-2.00,-2,720,4,735,0,0,0,0
-4,0,1270,2005,735,1,900,0,4,2.00,0.00,-0.25,0.00,-2.50,-3.00,-3,660,-2,720,0,0,0,0
-8,0,130,1000,870,1,999,0,5,2.00,0.00,-3.00,0.00,-2.50,-4.50,-4,735,-3,660,0,0,0,0
-5,0,1195,1615,420,1,999,0,5,2.00,0.00,0.00,-3.25,0.00,-4.00,0,0,0,0,0,0,0,0
-4,0,970,1690,720,1,795,0,6,2.00,0.00,0.00,0.00,0.00,-5.50,-5,420,0,0,0,0,0,0
-6,0,310,1030,720,0,999,0,7,5.00,-2.75,0.00,0.00,-1.00,-6.83,-4,720,-5,420,0,0,0,0
5,0,640,1420,780,0,999,1,1,5.00,0.00,-0.50,0.00,0.00,0.00,-6,720,-4,720,0,0,0,0
-1,0,1105,1670,565,1,999,0,2,2.00,0.00,0.00,0.00,-2.00,-1.00,5,780,-6,720,0,0,0,0
0,0,835,1540,705,0,605,0,3,5.00,0.00,0.00,-0.75,-3.00,-1.67,-1,565,5,780,0,0,0,0
-6,0,970,1705,735,1,870,0,4,2.00,0.00,-0.25,0.00,-5.00,-2.67,0,705,-1,565,0,0,0,0
-7,0,1270,1870,600,1,999,0,5,2.00,0.00,0.00,0.00,-5.00,-3.67,-6,735,0,705,0,0,0,0
-8,0,1390,2080,690,1,960,0,6,2.00,0.00,0.00,0.00,-5.00,-5.17,-7,600,-6,735,0,0,0,0
-7,0,770,1375,605,0,999,0,7,5.00,0.00,0.00,0.00,-6.00,-6.17,-8,690,-7,600,0,0,0,0
-1,0,235,1090,855,0,999,1,1,5.00,-5.00,-1.25,0.00,0.00,0.00,-7,605,-8,690,0,0,0,0
3,0,370,790,420,0,720,0,2,5.00,-1.75,0.00,0.00,0.00,-0.67,-1,855,-7,605,0,0,0,0
-4,0,310,1255,945,0,960,0,3,5.00,-3.75,-3.50,0.00,0.00,-1.33,3,420,-1,855,0,0,0,0
-2,0,1390,2040,650,1,999,0,4,2.00,0.00,0.00,0.00,-2.00,-2.33,-4,945,3,420,0,0,0,0
-4,0,9,710,701,1,849,0,5,2.00,0.00,0.00,0.00,-2.00,-3.83,-2,650,-4,945,0,0,0,0
-6,0,1405,2020,615,1,695,0,6,2.00,0.00,0.00,-0.25,-2.00,-5.33,-4,701,-2,650,0,0,0,0
-7,0,70,585,515,1,930,0,7,2.00,0.00,0.00,0.00,-2.00,-6.83,-6,615,-4,701,0,0,0,0
-10,0,130,1000,870,1,985,0,8,2.00,0.00,-3.00,0.00,-2.00,-8.83,-7,515,-6,615,0,0,0,0
5,0,750,1005,255,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0
-1,0,1170,1760,590,1,999,0,2,2.00,0.00,0.00,0.00,-2.00,-1.00,5,255,0,0,0,0,0,0
4,0,481,1242,761,0,999,1,1,5.00,0.00,-0.38,0.00,-1.00,0.00,-1,590,5,255,0,0,0,0
5,0,750,1415,665,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,4,761,-1,590,0,0,0,0
-1,0,1170,1754,584,1,999,0,2,2.00,0.00,0.00,0.00,-2.00,-1.00,5,665,4,761,0,0,0,0
-2,0,1400,1805,405,1,999,0,3,2.00,0.00,0.00,0.00,-2.00,-2.00,-1,584,5,665,0,0,0,0
-1,0,1050,1360,310,0,685,0,4,5.00,0.00,0.00,0.00,-3.00,-2.67,-2,405,-1,584,0,0,0,0
-8,0,1200,1995,795,1,999,0,5,2.00,0.00,-1.25,0.00,-5.00,-4.17,-1,310,-2,405,0,0,0,0
-9,0,30,565,535,1,915,0,6,2.00,0.00,0.00,0.00,-5.00,-5.67,-8,795,-1,310,0,0,0,0
-10,0,1260,2140,880,1,999,0,7,2.00,0.00,-3.50,0.00,-5.00,-7.67,-9,535,-8,795,0,0,0,0
-10,0,260,1050,790,0,999,0,8,5.00,-3.75,-0.62,0.00,-6.00,-9.00,-10,880,-9,535,0,0,0,0
-10,0,450,1160,710,0,840,0,9,5.00,-0.50,0.00,0.00,-6.00,-10.33,-10,790,-10,880,0,0,0,0
-10,0,415,733,318,0,695,0,10,5.00,-1.00,0.00,0.00,-6.00,-11.67,-10,710,-10,790,0,0,0,0
0,0,55,465,410,1,999,1,1,2.00,0.00,0.00,0.00,-2.00,0.00,-10,318,-10,710,0,0,0,0
-2,1,5,786,781,1,980,0,2,2.00,0.00,-1.00,0.00,-2.00,-1.00,0,410,-10,318,0,0,0,0
1,0,375,870,495,0,999,0,3,5.00,-1.75,0.00,-0.50,0.00,-1.33,0,0,0,0,0,0,0,0
5,0,525,1207,682,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,1,495,0,0,0,0,0,0
2,0,375,1118,743,0,608,0,2,5.00,-1.75,-0.25,-0.75,0.00,-0.67,5,682,1,495,0,0,0,0
4,0,525,1249,724,0,847,0,3,5.00,0.00,0.00,0.00,0.00,-1.33,2,743,5,682,0,0,0,0
-1,0,375,1119,744,0,566,0,4,5.00,-1.75,-0.25,-1.50,0.00,-2.00,4,724,2,743,0,0,0,0
2,0,525,1235,710,0,846,0,5,5.00,0.00,0.00,0.00,0.00,-3.00,-1,744,4,724,0,0,0,0
-2,0,375,960,585,0,580,0,6,5.00,-1.75,0.00,-1.25,0.00,-4.00,2,710,-1,744,0,0,0,0
5,0,525,1235,710,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,-2,585,2,710,0,0,0,0
1,0,375,1100,725,0,580,0,2,5.00,-1.75,0.00,-1.25,0.00,-0.67,5,710,-2,585,0,0,0,0
4,0,525,1232,707,0,865,0,3,5.00,0.00,0.00,0.00,0.00,-1.33,1,725,5,710,0,0,0,0
0,0,375,1075,700,0,583,0,4,5.00,-1.75,0.00,-1.25,0.00,-2.00,4,707,1,725,0,0,0,0
2,0,525,1242,717,0,890,0,5,5.00,0.00,0.00,0.00,0.00,-3.00,0,700,4,707,0,0,0,0
-2,0,375,1054,679,0,573,0,6,5.00,-1.75,0.00,-1.50,0.00,-4.00,2,717,0,700,0,0,0,0
5,0,525,1254,729,0,999,1,1,5.00,0.00,-0.12,0.00,0.00,0.00,-2,679,2,717,0,0,0,0
1,0,375,1017,642,0,561,0,2,5.00,-1.75,0.00,-1.75,0.00,-0.67,5,729,-2,679,0,0,0,0
5,0,525,1254,729,0,999,1,1,5.00,0.00,-0.12,0.00,0.00,0.00,1,642,5,729,0,0,0,0
1,1,375,1102,727,0,561,0,2,5.00,-1.75,0.00,-1.75,0.00,-0.67,5,729,1,642,0,0,0,0
1,0,375,870,495,0,999,0,3,5.00,-1.75,0.00,-0.50,0.00,-1.33,0,0,0,0,0,0,0,0
5,0,525,1207,682,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,1,495,0,0,0,0,0,0
2,0,375,1118,743,0,608,0,2,5.00,-1.75,-0.25,-0.75,0.00,-0.67,5,682,1,495,0,0,0,0
4,0,525,1249,724,0,847,0,3,5.00,0.00,0.00,0.00,0.00,-1.33,2,743,5,682,0,0,0,0
-1,0,375,1119,744,0,566,0,4,5.00,-1.75,-0.25,-1.50,0.00,-2.00,4,724,2,743,0,0,0,0
2,0,525,1235,710,0,846,0,5,5.00,0.00,0.00,0.00,0.00,-3.00,-1,744,4,724,0,0,0,0
-2,0,375,960,585,0,580,0,6,5.00,-1.75,0.00,-1.25,0.00,-4.00,2,710,-1,744,0,0,0,0
5,0,525,1235,710,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,-2,585,2,710,0,0,0,0
1,0,375,1100,725,0,580,0,2,5.00,-1.75,0.00,-1.25,0.00,-0.67,5,710,-2,585,0,0,0,0
4,0,525,1232,707,0,865,0,3,5.00,0.00,0.00,0.00,0.00,-1.33,1,725,5,710,0,0,0,0
0,0,375,1075,700,0,583,0,4,5.00,-1.75,0.00,-1.25,0.00,-2.00,4,707,1,725,0,0,0,0
2,0,525,1242,717,0,890,0,5,5.00,0.00,0.00,0.00,0.00,-3.00,0,700,4,707,0,0,0,0
-2,0,375,1054,679,0,573,0,6,5.00,-1.75,0.00,-1.50,0.00,-4.00,2,717,0,700,0,0,0,0
5,0,525,1254,729,0,999,1,1,5.00,0.00,-0.12,0.00,0.00,0.00,-2,679,2,717,0,0,0,0
1,0,375,1017,642,0,561,0,2,5.00,-1.75,0.00,-1.75,0.00,-0.67,5,729,-2,679,0,0,0,0
3,0,525,1279,754,0,948,0,3,5.00,0.00,-0.25,0.00,0.00,-1.33,1,642,5,729,0,0,0,0
-1,0,375,885,510,0,536,0,4,5.00,-1.75,0.00,-2.00,0.00,-2.00,3,754,1,642,0,0,0,0
5,0,525,1254,729,0,999,1,1,5.00,0.00,-0.12,0.00,0.00,0.00,-1,510,3,754,0,0,0,0
1,1,375,1102,727,0,561,0,2,5.00,-1.75,0.00,-1.75,0.00,-0.67,5,729,-1,510,0,0,0,0
-5,0,1425,1960,535,1,999,0,2,2.00,0.00,0.00,-4.00,-2.00,-1.00,0,0,0,0,0,0,0,0
0,0,1160,1540,380,0,999,0,3,5.00,0.00,0.00,0.00,-3.00,-1.67,-5,535,0,0,0,0,0,0
5,0,1155,1560,405,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,0,380,-5,535,0,0,0,0
5,0,965,1325,360,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,5,405,0,380,0,0,0,0
2,0,455,805,350,0,570,0,2,5.00,-0.50,0.00,-1.50,0.00,-0.67,5,360,5,405,0,0,0,0
5,0,905,1470,565,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,2,350,5,360,0,0,0,0
-1,0,1190,1735,545,1,999,0,2,2.00,0.00,0.00,0.00,-2.00,-1.00,5,565,2,350,0,0,0,0
-2,0,65,505,440,1,999,0,3,2.00,0.00,0.00,0.00,-2.00,-2.00,-1,545,5,565,0,0,0,0
-3,0,1055,1375,320,0,550,0,4,5.00,0.00,0.00,-2.00,-3.00,-2.67,-2,440,-1,545,0,0,0,0
-1,0,970,1280,310,0,999,0,5,5.00,0.00,0.00,0.00,-3.00,-3.33,-3,320,-2,440,0,0,0,0
-2,0,875,1205,330,0,999,0,6,5.00,0.00,0.00,0.00,-3.00,-4.00,-1,310,-3,320,0,0,0,0
5,0,895,1335,440,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,-2,330,-1,310,0,0,0,0
5,0,715,1135,420,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,5,440,-2,330,0,0,0,0
-1,0,305,820,515,0,610,0,2,5.00,-4.00,0.00,-1.00,0.00,-0.67,5,420,5,440,0,0,0,0
-6,1,185,935,750,0,805,0,3,5.00,-6.00,-4.00,0.00,0.00,-1.33,-1,515,5,420,0,0,0,0
-6,0,935,1393,458,0,0,0,3,5.00,-6.00,-4.00,0.00,0.00,-1.33,-6,750,-1,515,0,0,0,0
5,0,755,1375,620,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0
4,0,560,1180,620,0,625,0,2,5.00,0.00,0.00,-0.75,0.00,-0.67,5,620,0,0,0,0,0,0
4,0,570,815,245,0,830,0,3,5.00,0.00,0.00,0.00,0.00,-1.33,4,620,5,620,0,0,0,0
-4,0,10,485,475,1,635,0,4,2.00,0.00,0.00,-1.25,-2.00,-2.33,4,245,4,620,0,0,0,0
-3,0,1375,1935,560,1,890,1,5,2.00,0.00,0.00,0.00,-2.00,-3.33,-4,475,4,245,0,0,0,0
-3,0,305,1205,900,0,999,1,1,5.00,-3.00,-2.00,0.00,-3.00,0.00,-3,560,-4,475,0,0,0,0
0,0,425,1170,745,0,660,0,2,5.00,-1.00,-0.25,0.00,-3.00,-0.67,-3,900,-3,560,0,0,0,0
-1,0,425,1220,795,0,695,0,3,5.00,-1.00,-0.62,0.00,-3.00,-1.33,0,745,-3,900,0,0,0,0
-1,0,425,1145,720,0,645,0,4,5.00,-1.00,0.00,-0.25,-3.00,-2.00,-1,795,0,745,0,0,0,0
-2,0,425,1145,720,0,720,0,5,5.00,-1.00,0.00,0.00,-3.00,-3.00,-1,720,-1,795,0,0,0,0
-4,0,425,1195,770,0,720,0,6,5.00,-1.00,-0.50,0.00,-3.00,-4.00,-2,720,-1,720,0,0,0,0
5,0,785,1320,535,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,-4,770,-2,720,0,0,0,0
4,0,575,1225,650,0,695,0,2,5.00,0.00,0.00,0.00,0.00,-0.67,5,535,-4,770,0,0,0,0
5,0,515,980,465,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,4,650,5,535,0,0,0,0
-1,0,135,576,441,1,999,0,2,2.00,0.00,0.00,0.00,-2.00,-1.00,5,465,4,650,0,0,0,0
0,0,1205,1540,335,0,629,0,3,5.00,0.00,0.00,-0.50,-3.00,-1.67,-1,441,5,465,0,0,0,0
-9,1,185,935,750,0,999,0,4,5.00,-5.00,-4.00,0.00,-3.00,-2.33,0,335,-1,441,0,0,0,0
-9,0,935,1385,450,0,0,0,4,5.00,-5.00,-4.00,0.00,-3.00,-2.33,-9,750,0,335,0,0,0,0
4,0,415,1125,710,0,999,1,1,5.00,-1.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0
-1,0,1160,1655,495,1,999,0,2,2.00,0.00,0.00,0.00,-2.00,-1.00,4,710,0,0,0,0,0,0
3,0,440,1130,690,0,999,1,1,5.00,-0.75,0.00,0.00,-1.00,0.00,-1,495,4,710,0,0,0,0
3,0,440,705,265,0,750,0,2,5.00,-0.75,0.00,0.00,-1.00,-0.67,3,690,-1,495,0,0,0,0
-4,0,995,1775,780,1,999,1,3,2.00,0.00,-1.00,0.00,-3.00,-1.67,3,265,3,690,0,0,0,0
4,0,940,1257,317,0,999,1,1,5.00,0.00,0.00,0.00,-1.00,0.00,-4,780,3,265,0,0,0,0
1,0,325,775,450,0,999,0,2,5.00,-2.50,0.00,0.00,-1.00,-0.67,4,317,-4,780,0,0,0,0
5,0,800,1400,600,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,1,450,4,317,0,0,0,0
0,0,1340,1860,520,1,999,1,1,2.00,0.00,0.00,0.00,-2.00,0.00,5,600,1,450,0,0,0,0
1,0,740,1417,677,0,999,0,2,5.00,0.00,0.00,0.00,-3.00,-0.67,0,520,5,600,0,0,0,0
-1,2,385,1093,708,0,999,0,3,5.00,-1.50,0.00,0.00,-3.00,-1.33,1,677,0,520,0,0,0,0
3,0,395,1123,728,0,999,1,1,5.00,-1.50,-0.12,0.00,0.00,0.00,0,0,0,0,0,0,0,0
5,0,590,1135,545,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,3,728,0,0,0,0,0,0
5,0,940,1257,317,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,5,545,3,728,0,0,0,0
0,0,1340,1860,520,1,999,1,1,2.00,0.00,0.00,0.00,-2.00,0.00,5,317,5,545,0,0,0,0
1,0,380,1093,713,0,999,0,2,5.00,-1.75,0.00,0.00,-1.33,-0.67,0,520,5,317,0,0,0,0
4,2,385,1093,708,0,999,1,1,5.00,-1.50,0.00,0.00,0.00,0.00,1,713,0,520,0,0,0,0
-2,0,355,965,610,0,999,0,5,5.00,-2.00,0.00,0.00,-1.00,-3.67,0,0,0,0,0,0,0,0
-2,0,370,1020,650,0,845,0,6,5.00,-1.75,0.00,0.00,-1.00,-4.67,-2,610,0,0,0,0,0,0
-2,0,760,1070,310,0,999,0,7,5.00,0.00,0.00,0.00,-1.00,-5.67,-2,650,-2,610,0,0,0,0
-10,0,160,990,830,1,530,0,8,2.00,0.00,-1.75,-3.00,-3.00,-7.67,-2,310,-2,650,0,0,0,0
-8,0,505,1000,495,0,955,0,9,5.00,0.00,0.00,0.00,-4.00,-9.00,-10,830,-2,310,0,0,0,0
-10,0,160,685,525,1,600,0,10,2.00,0.00,0.00,-2.00,-6.00,-11.00,-8,495,-10,830,0,0,0,0
-10,0,310,910,600,0,999,1,11,5.00,-2.75,0.00,0.00,-7.00,-12.33,-10,525,-8,495,0,0,0,0
-10,0,160,920,760,1,690,0,12,2.00,0.00,-0.50,-0.50,-9.00,-14.33,-10,600,-10,525,0,0,0,0
-10,0,505,1230,725,0,999,0,13,5.00,0.00,0.00,0.00,-10.00,-15.67,-10,760,-10,600,0,0,0,0
5,0,760,1480,720,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,-10,725,-10,760,0,0,0,0
4,0,775,1280,505,0,735,0,2,5.00,0.00,0.00,0.00,0.00,-0.67,5,720,-10,725,0,0,0,0
