FIRM,class,Start,End,Length,Night,Gap,WS,idx,Base,StartAdj,LenAdj,Comp,Trans,Press,p1s,p1l,p2s,p2l,MalAdj,NFZ,AFZ,MFZ
-2,0,265,1040,775,0,999,1,1,5.00,-3.50,-0.38,0.00,-3.00,0.00,0,0,0,0,0,0,0,0
5,0,805,1285,480,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,-2,775,0,0,0,0,0,0
4,0,790,1285,495,0,945,0,2,5.00,0.00,0.00,0.00,0.00,-0.67,5,480,-2,775,0,0,0,0
-3,0,10,805,795,1,999,0,3,2.00,0.00,-1.25,0.00,-2.00,-1.67,4,495,5,480,0,0,0,0
-3,0,40,685,645,1,675,0,4,2.00,0.00,0.00,-0.75,-2.00,-2.67,-3,795,4,495,0,0,0,0
-1,0,600,1160,560,0,999,0,5,5.00,0.00,0.00,0.00,-3.00,-3.33,-3,645,-3,795,0,0,0,0
-2,0,955,1510,555,0,999,0,6,5.00,0.00,0.00,0.00,-3.00,-4.33,-1,560,-3,645,0,0,0,0
-9,0,1360,1870,510,1,999,0,7,2.00,0.00,0.00,0.00,-5.00,-5.83,-2,555,-1,560,0,0,0,0
-10,0,330,980,650,0,999,0,8,5.00,-2.50,0.00,0.00,-6.00,-7.17,-9,510,-2,555,0,0,0,0
5,0,580,985,405,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,-10,650,-9,510,0,0,0,0
0,0,265,720,455,0,720,0,2,5.00,-4.50,0.00,0.00,0.00,-0.67,5,405,-10,650,0,0,0,0
-8,0,1315,2225,910,1,595,0,3,2.00,0.00,-4.00,-2.00,-2.00,-1.67,0,455,5,405,0,0,0,0
-3,0,85,530,445,1,740,0,4,2.00,0.00,0.00,0.00,-2.00,-2.67,-8,910,0,455,0,0,0,0
-4,0,100,775,675,1,999,0,5,2.00,0.00,0.00,0.00,-2.00,-4.17,-3,445,-8,910,0,0,0,0
-8,1,1210,2065,855,1,999,0,6,2.00,0.00,-2.50,0.00,-2.00,-5.67,-4,675,-3,445,0,0,0,0
-9,0,220,915,695,0,999,0,7,5.00,-4.25,0.00,0.00,-3.00,-7.00,-8,855,-4,675,0,0,0,0
-1,0,340,1060,720,0,999,0,3,5.00,-2.25,0.00,0.00,-2.00,-1.67,0,0,0,0,0,0,0,0
-5,0,1000,1745,745,1,999,0,4,2.00,0.00,-0.25,0.00,-4.00,-2.67,-1,720,0,0,0,0,0,0
2,0,1301,2021,720,1,999,1,1,2.00,0.00,0.00,0.00,0.00,0.00,-5,745,-1,720,0,0,0,0
3,0,655,1170,515,0,999,0,2,5.00,0.00,0.00,0.00,-1.00,-0.67,2,720,-5,745,0,0,0,0
-3,0,925,1665,740,1,999,0,3,2.00,0.00,-0.25,0.00,-3.00,-1.67,3,515,2,720,0,0,0,0
-5,0,235,665,430,0,999,0,4,5.00,-4.00,0.00,0.00,-4.00,-2.33,-3,740,3,515,0,0,0,0
-10,0,1115,1850,735,1,450,0,5,2.00,0.00,-0.25,-4.00,-6.00,-3.83,-5,430,-3,740,0,0,0,0
-9,0,1301,1931,630,1,891,0,6,2.00,0.00,0.00,0.00,-6.00,-5.33,-10,735,-5,430,0,0,0,0
-10,0,335,1260,925,0,999,0,7,5.00,-2.50,-3.00,0.00,-7.00,-6.67,-9,630,-10,735,0,0,0,0
-10,0,940,1645,705,1,999,0,8,2.00,0.00,0.00,0.00,-9.00,-8.67,-10,925,-9,630,0,0,0,0
2,0,1060,1730,670,1,999,1,1,2.00,0.00,0.00,0.00,0.00,0.00,-10,705,-10,925,0,0,0,0
-3,0,910,1755,845,1,620,0,2,2.00,0.00,-2.00,-1.50,0.00,-1.00,2,670,-10,705,0,0,0,0
-2,0,915,1655,740,1,600,0,3,2.00,0.00,-0.25,-2.00,0.00,-2.00,-3,845,2,670,0,0,0,0
-1,0,715,1410,695,0,500,0,4,5.00,0.00,0.00,-2.50,-1.00,-2.67,-2,740,-3,845,0,0,0,0
-1,1,1210,2060,850,1,999,1,1,2.00,0.00,-2.00,0.00,-1.00,0.00,-1,695,-2,740,0,0,0,0
-1,0,250,886,636,0,999,0,2,5.00,-3.75,0.00,0.00,-2.00,-0.67,-1,850,-1,695,0,0,0,0
0,0,1085,1745,660,1,999,1,1,2.00,0.00,0.00,0.00,-2.00,0.00,0,0,0,0,0,0,0,0
-1,0,1415,2075,660,1,999,0,2,2.00,0.00,0.00,0.00,-2.00,-1.00,0,660,0,0,0,0,0,0
0,0,685,990,305,0,999,0,3,5.00,0.00,0.00,0.00,-3.00,-1.67,-1,660,0,660,0,0,0,0
-7,0,1385,2170,785,1,999,0,4,2.00,0.00,-1.25,0.00,-5.00,-2.67,0,305,-1,660,0,0,0,0
-6,0,365,860,495,0,999,0,5,5.00,-2.00,0.00,0.00,-6.00,-3.33,-7,785,0,305,0,0,0,0
4,0,425,1025,600,0,999,1,1,5.00,-1.00,0.00,0.00,0.00,0.00,-6,495,-7,785,0,0,0,0
4,0,575,1250,675,0,990,0,2,5.00,0.00,0.00,0.00,0.00,-0.67,4,600,-6,495,0,0,0,0
-2,0,905,1585,680,1,999,0,3,2.00,0.00,0.00,0.00,-2.00,-1.67,4,675,4,600,0,0,0,0
-3,0,1085,1685,600,1,940,0,4,2.00,0.00,0.00,0.00,-2.00,-2.67,-2,680,4,675,0,0,0,0
2,0,1190,1850,660,1,999,1,1,2.00,0.00,0.00,0.00,0.00,0.00,-3,600,-2,680,0,0,0,0
2,0,1265,2015,750,1,999,1,1,2.00,0.00,-0.50,0.00,0.00,0.00,2,660,-3,600,0,0,0,0
3,0,575,1025,450,0,999,0,2,5.00,0.00,0.00,0.00,-1.00,-0.67,2,750,2,660,0,0,0,0
-2,1,245,1050,805,0,999,0,3,5.00,-4.00,-0.75,0.00,-1.00,-1.33,3,450,2,750,0,0,0,1
2,0,515,1235,720,0,905,0,4,5.00,0.00,0.00,0.00,-1.00,-2.00,-2,805,3,450,0,0,0,0
2,0,985,1600,615,1,999,1,1,2.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0
1,0,705,1475,770,0,545,0,2,5.00,0.00,-0.38,-2.00,-1.00,-0.67,2,615,0,0,0,0,0,0
0,0,1175,1780,605,1,999,1,1,2.00,0.00,0.00,0.00,-2.00,0.00,1,770,2,615,0,0,0,0
1,0,1175,1545,370,0,835,0,2,5.00,0.00,0.00,0.00,-3.00,-0.67,0,605,1,770,0,0,0,0
-1,0,905,1680,775,1,999,1,1,2.00,0.00,-1.00,0.00,-2.00,0.00,1,370,0,605,0,0,0,0
2,0,335,935,600,0,999,1,1,5.00,-2.50,0.00,0.00,-1.00,0.00,-1,775,1,370,0,0,0,0
1,0,335,1055,720,0,840,0,2,5.00,-2.50,0.00,0.00,-1.00,-0.67,2,600,-1,775,0,0,0,0
4,0,395,865,470,0,999,1,1,5.00,-1.50,0.00,0.00,0.00,0.00,1,720,2,600,0,0,0,0
3,0,395,1115,720,0,970,0,2,5.00,-1.50,0.00,0.00,0.00,-0.67,4,470,1,720,0,0,0,0
4,0,395,1025,630,0,999,1,1,5.00,-1.50,0.00,0.00,0.00,0.00,3,720,4,470,0,0,0,0
3,0,395,1100,705,0,810,0,2,5.00,-1.50,0.00,0.00,0.00,-0.67,4,630,3,720,0,0,0,0
2,0,395,950,555,0,735,0,3,5.00,-1.50,0.00,0.00,0.00,-1.33,3,705,4,630,0,0,0,0
-1,0,335,1040,705,0,825,0,4,5.00,-3.50,0.00,0.00,0.00,-2.00,2,555,3,705,0,0,0,0
1,0,395,700,305,0,795,0,5,5.00,-1.50,0.00,0.00,0.00,-2.67,-1,705,2,555,0,0,0,0
-4,0,200,920,720,0,940,0,6,5.00,-5.75,0.00,0.00,0.00,-3.67,1,305,-1,705,0,0,0,0
-6,1,245,1050,805,0,765,0,7,5.00,-5.00,-0.75,0.00,0.00,-5.00,-4,720,1,305,0,0,0,1
-2,0,425,1060,635,0,815,0,8,5.00,-1.00,0.00,0.00,0.00,-6.33,-6,805,-4,720,0,0,0,0
0,0,1260,1670,410,1,999,1,1,2.00,0.00,0.00,0.00,-2.00,0.00,0,0,0,0,0,0,0,0
-1,0,1380,2150,770,1,999,0,2,2.00,0.00,-0.75,0.00,-1.33,-1.00,0,410,0,0,0,0,0,0
-1,0,270,1020,750,0,999,0,3,5.00,-3.50,-0.25,0.00,-1.00,-1.67,-1,770,0,410,0,0,0,0
2,0,615,1195,580,0,999,0,4,5.00,0.00,0.00,0.00,-1.00,-2.33,-1,750,-1,770,0,0,0,0
0,0,1215,1995,780,1,999,1,1,2.00,0.00,-1.00,0.00,-1.00,0.00,2,580,-1,750,0,0,0,0
0,0,1295,2000,705,1,740,0,2,2.00,0.00,0.00,0.00,-1.00,-1.00,0,780,2,580,0,0,0,0
-4,0,1110,1645,535,1,550,0,3,2.00,0.00,0.00,-2.75,-1.00,-2.00,0,705,0,780,0,0,0,0
-2,0,1185,1895,710,1,980,0,4,2.00,0.00,0.00,0.00,-1.00,-3.00,-4,535,0,705,0,0,0,0
-1,0,1005,1535,530,0,999,0,5,5.00,0.00,0.00,0.00,-2.00,-3.67,-2,710,-4,535,0,0,0,0
-9,0,840,1665,825,1,745,0,6,2.00,0.00,-1.75,0.00,-4.00,-5.17,-1,530,-2,710,0,0,0,0
2,0,1439,2045,606,1,999,1,1,2.00,0.00,0.00,0.00,0.00,0.00,-9,825,-1,530,0,0,0,0
-3,1,30,910,880,1,865,0,2,2.00,0.00,-3.50,0.00,0.00,-1.00,2,606,-9,825,0,0,0,1
-6,0,1140,1865,725,1,999,0,6,2.00,0.00,0.00,0.00,-2.00,-6.00,0,0,0,0,0,0,0,0
-8,0,1140,1800,660,1,715,0,7,2.00,0.00,0.00,0.00,-2.00,-8.00,-6,725,0,0,0,0,0,0
-10,0,840,1380,540,0,480,0,8,5.00,0.00,0.00,-3.00,-3.00,-9.33,-8,660,-6,725,0,0,0,0
-10,0,420,1085,665,0,480,0,9,5.00,-1.00,0.00,-3.00,-3.00,-10.67,-10,540,-8,660,0,0,0,0
-10,0,420,1145,725,0,775,0,10,5.00,-1.00,0.00,0.00,-3.00,-12.00,-10,665,-10,540,0,0,0,0
-10,0,420,1075,655,0,715,0,11,5.00,-1.00,0.00,0.00,-3.00,-13.33,-10,725,-10,665,0,0,0,0
-10,0,420,900,480,0,785,0,12,5.00,-1.00,0.00,0.00,-3.00,-14.67,-10,655,-10,725,0,0,0,0
-2,0,225,1080,855,0,999,1,1,5.00,-5.25,-1.25,0.00,0.00,0.00,-10,480,-10,655,0,0,0,0
4,0,840,1330,490,0,999,0,2,5.00,0.00,0.00,0.00,0.00,-0.67,-2,855,-10,480,0,0,0,0
-1,0,375,1095,720,0,485,0,3,5.00,-1.75,0.00,-3.00,0.00,-1.33,4,490,-2,855,0,0,0,0
3,0,660,1120,460,0,999,0,4,5.00,0.00,0.00,0.00,0.00,-2.00,-1,720,4,490,0,0,0,0
2,0,880,1155,275,0,999,0,5,5.00,0.00,0.00,0.00,0.00,-2.67,3,460,-1,720,0,0,0,0
0,0,435,1195,760,0,720,0,6,5.00,-0.75,-0.38,0.00,0.00,-3.67,2,275,3,460,0,0,0,0
3,0,375,970,595,0,999,1,1,5.00,-1.75,0.00,0.00,0.00,0.00,0,760,2,275,0,0,0,0
-8,1,30,910,880,1,500,0,2,2.00,0.00,-3.50,-3.75,-2.00,-1.00,3,595,0,760,0,0,0,1
-3,0,1035,1300,265,0,999,0,6,5.00,0.00,0.00,0.00,-3.00,-4.50,0,0,0,0,0,0,0,0
1,0,1275,1920,645,1,999,1,1,2.00,0.00,0.00,0.00,-1.00,0.00,-3,265,0,0,0,0,0,0
0,0,1350,2040,690,1,870,0,2,2.00,0.00,0.00,0.00,-1.00,-1.00,1,645,-3,265,0,0,0,0
1,0,955,1280,325,0,999,0,3,5.00,0.00,0.00,0.00,-2.00,-1.67,0,690,1,645,0,0,0,0
-5,0,1155,1905,750,1,999,0,4,2.00,0.00,-0.50,0.00,-4.00,-2.67,1,325,0,690,0,0,0,0
-6,0,1439,1970,531,1,974,0,5,2.00,0.00,0.00,0.00,-4.00,-3.67,-5,750,1,325,0,0,0,0
-10,0,1015,1600,585,1,485,0,6,2.00,0.00,0.00,-3.75,-4.00,-5.17,-6,531,-5,750,0,0,0,0
-6,0,960,1545,585,0,800,0,7,5.00,0.00,0.00,0.00,-5.00,-6.17,-10,585,-6,531,0,0,0,0
-10,0,1120,1840,720,1,999,0,8,2.00,0.00,0.00,0.00,-7.00,-8.17,-6,585,-10,585,0,0,0,0
-10,0,930,1625,695,1,999,0,9,2.00,0.00,0.00,0.00,-7.00,-10.17,-10,720,-6,585,0,0,0,0
-10,0,1200,1885,685,1,999,0,10,2.00,0.00,0.00,0.00,-7.00,-12.17,-10,695,-10,720,0,0,0,0
-10,0,960,1610,650,1,515,0,11,2.00,0.00,0.00,-3.50,-7.00,-14.17,-10,685,-10,695,0,0,0,0
-10,0,1185,1820,635,1,999,0,12,2.00,0.00,0.00,0.00,-7.00,-16.17,-10,650,-10,685,0,0,0,0
-10,0,960,1575,615,1,580,0,13,2.00,0.00,0.00,-2.25,-7.00,-18.17,-10,635,-10,650,0,0,0,0
-10,0,1020,1835,815,1,885,0,14,2.00,0.00,-1.50,0.00,-7.00,-20.17,-10,615,-10,635,0,0,0,0
-10,0,1439,2050,611,1,999,0,15,2.00,0.00,0.00,0.00,-7.00,-22.17,-10,815,-10,615,0,0,0,0
-10,1,30,910,880,1,860,0,16,2.00,0.00,-3.50,0.00,-7.00,-24.17,-10,611,-10,815,0,0,0,1
-10,0,391,675,284,0,921,0,17,5.00,-1.50,0.00,0.00,-8.00,-25.50,-10,880,-10,611,0,0,0,0
0,0,390,1170,780,0,999,0,5,5.00,-1.50,-0.50,0.00,0.00,-3.00,0,0,0,0,0,0,0,0
-4,0,320,1065,745,0,590,0,6,5.00,-3.75,-0.25,-1.25,0.00,-4.00,0,780,0,0,0,0,0,0
0,0,630,1365,735,0,999,0,7,5.00,0.00,-0.12,0.00,0.00,-5.33,-4,745,0,780,0,0,0,0
-1,0,915,1435,520,0,990,0,8,5.00,0.00,0.00,0.00,0.00,-6.33,0,735,-4,745,0,0,0,0
5,0,1035,1365,330,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,-1,520,0,735,0,0,0,0
4,0,565,975,410,0,640,0,2,5.00,0.00,0.00,-0.25,0.00,-0.67,5,330,-1,520,0,0,0,0
-2,0,31,705,674,1,999,0,3,2.00,0.00,0.00,0.00,-2.00,-1.67,4,410,5,330,0,0,0,0
-5,0,1305,1645,340,1,600,0,4,2.00,0.00,0.00,-2.00,-2.00,-2.67,-2,674,4,410,0,0,0,0
-1,0,690,1140,450,0,999,0,5,5.00,0.00,0.00,0.00,-3.00,-3.33,-5,340,-2,674,0,0,0,0
-2,0,495,885,390,0,795,0,6,5.00,0.00,0.00,0.00,-3.00,-4.00,-1,450,-5,340,0,0,0,0
-9,0,90,470,380,1,999,0,7,2.00,0.00,0.00,0.00,-5.00,-5.50,-2,390,-1,450,0,0,0,0
-10,0,1005,1385,380,0,535,0,8,5.00,0.00,0.00,-2.00,-6.00,-6.50,-9,380,-2,390,0,0,0,0
0,0,1200,1820,620,1,999,1,1,2.00,0.00,0.00,0.00,-2.00,0.00,-10,380,-9,380,0,0,0,0
1,0,1050,1515,465,0,670,0,2,5.00,0.00,0.00,0.00,-3.00,-0.67,0,620,-10,380,0,0,0,0
-1,0,360,990,630,0,999,0,3,5.00,-2.00,0.00,0.00,-3.00,-1.33,1,465,0,620,0,0,0,0
-4,1,275,975,700,0,725,0,4,5.00,-3.50,0.00,0.00,-3.00,-2.00,-1,630,1,465,0,0,0,0
-6,0,225,940,715,0,999,0,6,5.00,-4.25,0.00,0.00,-3.00,-4.00,0,0,0,0,0,0,0,0
-10,0,1437,1845,408,1,497,0,7,2.00,0.00,0.00,-3.75,-5.00,-5.50,-6,715,0,0,0,0,0,0
-8,0,930,1440,510,0,999,0,8,5.00,0.00,0.00,0.00,-6.00,-6.50,-10,408,-6,715,0,0,0,0
-9,0,630,1230,600,0,630,0,9,5.00,0.00,0.00,-0.50,-6.00,-7.83,-8,510,-10,408,0,0,0,0
-10,0,375,870,495,0,585,0,10,5.00,-1.75,0.00,-1.25,-6.00,-9.17,-9,600,-8,510,0,0,0,0
-10,0,1290,1785,495,1,999,0,11,2.00,0.00,0.00,0.00,-8.00,-11.17,-10,495,-9,600,0,0,0,0
-10,0,1260,1725,465,1,915,0,12,2.00,0.00,0.00,0.00,-8.00,-13.17,-10,495,-10,495,0,0,0,0
-10,0,860,1575,715,1,575,0,13,2.00,0.00,0.00,-2.50,-8.00,-15.17,-10,465,-10,495,0,0,0,0
-10,0,660,1210,550,0,525,0,14,5.00,0.00,0.00,-2.25,-9.00,-16.50,-10,715,-10,465,0,0,0,0
-10,0,315,720,405,0,545,0,15,5.00,-2.75,0.00,-2.00,-9.00,-17.83,-10,550,-10,715,0,0,0,0
-10,0,1245,1650,405,1,525,0,16,2.00,0.00,0.00,-3.25,-11.00,-19.83,-10,405,-10,550,0,0,0,0
-10,0,705,1185,480,0,495,0,17,5.00,0.00,0.00,-2.75,-12.00,-21.17,-10,405,-10,405,0,0,0,0
2,0,330,855,525,0,999,1,1,5.00,-3.50,0.00,0.00,0.00,0.00,-10,480,-10,405,0,0,0,0
-5,0,1335,1680,345,1,480,0,2,2.00,0.00,0.00,-4.00,-2.00,-1.00,2,525,-10,480,0,0,0,0
-2,0,1305,1680,375,1,999,0,3,2.00,0.00,0.00,0.00,-2.00,-2.00,-5,345,2,525,0,0,0,0
-3,0,730,1245,515,0,490,0,4,5.00,0.00,0.00,-2.75,-3.00,-2.67,-2,375,-5,345,0,0,0,0
-1,0,550,915,365,0,745,0,5,5.00,0.00,0.00,0.00,-3.00,-3.33,-3,515,-2,375,0,0,0,0
-10,0,1395,1790,395,1,480,0,6,2.00,0.00,0.00,-4.00,-5.00,-4.33,-1,365,-3,515,0,0,0,0
-9,0,0,360,360,1,999,0,7,2.00,0.00,0.00,0.00,-5.00,-5.83,-10,395,-1,365,0,0,0,0
-10,0,1380,1875,495,1,999,1,8,2.00,0.00,0.00,0.00,-5.00,-7.33,-9,360,-10,395,0,0,0,0
-10,0,1295,1650,355,1,860,0,9,2.00,0.00,0.00,0.00,-5.00,-9.33,-10,495,-9,360,0,0,0,0
-10,0,360,1035,675,0,999,0,10,5.00,-2.00,0.00,0.00,-6.00,-10.67,-10,355,-10,495,0,0,0,0
-10,0,570,1050,480,0,975,0,11,5.00,0.00,0.00,0.00,-6.00,-12.00,-10,675,-10,355,0,0,0,0
-10,0,360,990,630,0,750,0,12,5.00,-2.00,0.00,0.00,-6.00,-13.33,-10,480,-10,675,0,0,0,0
-10,1,275,975,700,0,725,0,13,5.00,-3.50,0.00,0.00,-6.00,-14.67,-10,630,-10,480,0,0,0,0
-5,0,210,930,720,0,999,0,6,5.00,-5.50,0.00,0.00,0.00,-4.00,0,0,0,0,0,0,0,0
-5,0,220,840,620,0,730,0,7,5.00,-5.25,0.00,0.00,0.00,-5.00,-5,720,0,0,0,0,0,0
-8,0,60,660,600,1,660,0,8,2.00,0.00,0.00,-1.00,-2.00,-7.00,-5,620,-5,720,0,0,0,0
-9,0,1385,2095,710,1,725,1,9,2.00,0.00,0.00,0.00,-2.00,-9.00,-8,600,-5,620,0,0,0,0
0,0,960,1800,840,1,999,1,1,2.00,0.00,-2.00,0.00,0.00,0.00,-9,710,-8,600,0,0,0,0
1,0,1125,1575,450,1,765,0,2,2.00,0.00,0.00,0.00,0.00,-1.00,0,840,-9,710,0,0,0,0
0,0,0,540,540,1,999,0,3,2.00,0.00,0.00,0.00,0.00,-2.00,1,450,0,840,0,0,0,0
-1,0,1380,2060,680,1,840,1,4,2.00,0.00,0.00,0.00,0.00,-3.00,0,540,1,450,0,0,0,0
-3,0,165,915,750,1,985,0,5,2.00,0.00,-0.50,0.00,0.00,-4.50,-1,680,0,540,0,0,0,0
-4,0,1140,1815,675,1,999,0,6,2.00,0.00,0.00,0.00,0.00,-6.00,-3,750,-1,680,0,0,0,0
-6,0,1200,1710,510,1,825,0,7,2.00,0.00,0.00,0.00,0.00,-7.50,-4,675,-3,750,0,0,0,0
-8,0,1380,2005,625,1,999,0,8,2.00,0.00,0.00,0.00,0.00,-9.50,-6,510,-4,675,0,0,0,0
-10,0,180,830,650,0,999,0,9,5.00,-5.00,0.00,0.00,-1.00,-10.83,-8,625,-6,510,0,0,0,0
2,0,325,785,460,0,999,1,1,5.00,-3.50,0.00,0.00,0.00,0.00,-10,650,-8,625,0,0,0,0
-1,0,1295,1785,490,1,999,0,2,2.00,0.00,0.00,0.00,-2.00,-1.00,2,460,-10,650,0,0,0,0
-2,0,330,600,270,0,999,0,3,5.00,-2.50,0.00,0.00,-3.00,-1.67,-1,490,2,460,0,0,0,0
-4,1,275,810,535,0,999,0,4,5.00,-3.50,0.00,0.00,-3.00,-2.33,-2,270,-1,490,0,0,0,0
0,0,255,975,720,0,999,1,1,5.00,-4.75,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0
0,0,255,975,720,0,720,0,2,5.00,-4.75,0.00,0.00,0.00,-0.67,0,720,0,0,0,0,0,0
-1,0,255,975,720,0,720,0,3,5.00,-4.75,0.00,0.00,0.00,-1.33,0,720,0,720,0,0,0,0
-2,0,255,975,720,0,720,0,4,5.00,-4.75,0.00,0.00,0.00,-2.00,-1,720,0,720,0,0,0,0
0,0,255,975,720,0,999,1,1,5.00,-4.75,0.00,0.00,0.00,0.00,-2,720,-1,720,0,0,0,0
0,0,255,975,720,0,720,0,2,5.00,-4.75,0.00,0.00,0.00,-0.67,0,720,-2,720,0,0,0,0
-1,0,255,975,720,0,720,0,3,5.00,-4.75,0.00,0.00,0.00,-1.33,0,720,0,720,0,0,0,0
-2,0,255,974,719,0,720,0,4,5.00,-4.75,0.00,0.00,0.00,-2.00,-1,720,0,720,0,0,0,0
-3,0,255,974,719,0,721,0,5,5.00,-4.75,0.00,0.00,0.00,-3.00,-2,719,-1,720,0,0,0,0
0,0,255,975,720,0,999,1,1,5.00,-4.75,0.00,0.00,0.00,0.00,-3,719,-2,719,0,0,0,0
0,2,255,675,420,0,720,0,2,5.00,-4.75,0.00,0.00,0.00,-0.67,0,720,-3,719,0,0,0,0
0,0,255,974,719,0,999,1,1,5.00,-4.75,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0
0,0,255,975,720,0,721,0,2,5.00,-4.75,0.00,0.00,0.00,-0.67,0,719,0,0,0,0,0,0
-1,0,255,975,720,0,720,0,3,5.00,-4.75,0.00,0.00,0.00,-1.33,0,720,0,719,0,0,0,0
-2,0,255,975,720,0,720,0,4,5.00,-4.75,0.00,0.00,0.00,-2.00,-1,720,0,720,0,0,0,0
0,0,255,975,720,0,999,1,1,5.00,-4.75,0.00,0.00,0.00,0.00,-2,720,-1,720,0,0,0,0
0,0,255,975,720,0,720,0,2,5.00,-4.75,0.00,0.00,0.00,-0.67,0,720,-2,720,0,0,0,0
-1,0,255,975,720,0,720,0,3,5.00,-4.75,0.00,0.00,0.00,-1.33,0,720,0,720,0,0,0,0
-2,0,255,975,720,0,720,0,4,5.00,-4.75,0.00,0.00,0.00,-2.00,-1,720,0,720,0,0,0,0
0,0,255,975,720,0,999,1,1,5.00,-4.75,0.00,0.00,0.00,0.00,-2,720,-1,720,0,0,0,0
0,0,255,975,720,0,720,0,2,5.00,-4.75,0.00,0.00,0.00,-0.67,0,720,-2,720,0,0,0,0
-1,0,255,975,720,0,720,0,3,5.00,-4.75,0.00,0.00,0.00,-1.33,0,720,0,720,0,0,0,0
0,0,255,974,719,0,999,1,1,5.00,-4.75,0.00,0.00,0.00,0.00,-1,720,0,720,0,0,0,0
0,0,255,975,720,0,999,1,1,5.00,-4.75,0.00,0.00,0.00,0.00,0,719,-1,720,0,0,0,0
0,2,255,675,420,0,720,0,2,5.00,-4.75,0.00,0.00,0.00,-0.67,0,720,0,719,0,0,0,0
4,0,570,1220,650,0,999,1,1,5.00,0.00,0.00,0.00,-1.00,0.00,0,0,0,0,0,0,0,0
5,0,900,1385,485,0,999,1,1,5.00,0.00,0.00,0.00,0.00,0.00,4,650,0,0,0,0,0,0
-1,0,225,785,560,0,999,0,2,5.00,-5.25,0.00,0.00,0.00,-0.67,5,485,4,650,0,0,0,0
-4,0,105,945,840,1,760,0,3,2.00,0.00,-2.00,0.00,-2.00,-1.67,-1,560,5,485,0,0,0,0
-2,0,390,660,270,0,885,0,4,5.00,-1.50,0.00,0.00,-3.00,-2.33,-4,840,-1,560,0,0,0,0
-6,0,2,565,563,1,782,0,5,2.00,0.00,0.00,0.00,-5.00,-3.33,-2,270,-4,840,0,0,0,0
-5,0,780,1450,670,0,999,0,6,5.00,0.00,0.00,0.00,-6.00,-4.33,-6,563,-2,270,0,0,0,0
-10,0,1425,2030,605,1,999,0,7,2.00,0.00,0.00,0.00,-8.00,-5.83,-5,670,-6,563,0,0,0,0
-10,0,1315,2045,730,1,725,0,8,2.00,0.00,0.00,0.00,-8.00,-7.83,-10,605,-5,670,0,0,0,0
-10,0,105,900,795,1,940,0,9,2.00,0.00,-1.25,0.00,-8.00,-9.83,-10,730,-10,605,0,0,0,0
-10,0,1035,1560,525,0,999,0,10,5.00,0.00,0.00,0.00,-9.00,-11.17,-10,795,-10,730,0,0,0,0
-10,0,1126,1765,639,1,999,0,11,2.00,0.00,0.00,0.00,-11.00,-13.17,-10,525,-10,795,0,0,0,0
-10,0,15,655,640,1,999,0,12,2.00,0.00,0.00,0.00,-11.00,-15.17,-10,639,-10,525,0,0,0,0
2,0,1,540,539,1,999,1,1,2.00,0.00,0.00,0.00,0.00,0.00,-10,640,-10,639,0,0,0,0
1,0,30,630,600,1,930,0,2,2.00,0.00,0.00,0.00,0.00,-1.00,2,539,-10,640,0,0,0,0
-5,0,190,1120,930,0,999,0,3,5.00,-4.75,-3.00,0.00,-1.00,-1.67,1,600,2,539,0,0,0,0
-4,2,1305,1920,615,1,999,0,4,2.00,0.00,0.00,0.00,-3.00,-2.67,-5,930,1,600,0,0,0,0
0,0,345,960,615,0,999,0,3,5.00,-2.25,0.00,0.00,-1.00,-1.67,0,0,0,0,0,0,0,0
-4,0,1320,2025,705,1,999,0,4,2.00,0.00,0.00,0.00,-3.00,-2.67,0,615,0,0,0,0,0,0
-6,0,1370,2355,985,1,999,1,1,2.00,0.00,-8.00,0.00,0.00,0.00,-4,705,0,615,0,0,0,0
-1,0,210,815,605,0,999,1,1,5.00,-4.50,0.00,0.00,-1.00,0.00,-6,985,-4,705,0,0,0,0
3,0,960,1561,601,0,999,0,2,5.00,0.00,0.00,0.00,-1.00,-0.67,-1,605,-6,985,0,0,0,0
0,0,605,1070,465,0,484,0,3,5.00,0.00,0.00,-3.00,-1.00,-1.33,3,601,-1,605,0,0,0,0
-5,0,105,900,795,1,999,0,4,2.00,0.00,-1.25,0.00,-3.00,-2.33,0,465,3,601,0,0,0,0
4,0,510,935,425,0,999,1,1,5.00,0.00,0.00,0.00,-1.00,0.00,-5,795,0,465,0,0,0,0
3,0,930,1527,597,0,999,0,2,5.00,0.00,0.00,0.00,-1.00,-0.67,4,425,-5,795,0,0,0,0
1,0,35,743,708,1,999,1,1,2.00,0.00,0.00,0.00,-1.00,0.00,3,597,4,425,0,0,0,0
-1,0,270,778,508,0,967,0,2,5.00,-3.50,0.00,0.00,-2.00,-0.67,1,708,3,597,0,0,0,0
-10,0,1380,2370,990,1,602,0,3,2.00,0.00,-8.00,-2.00,-4.00,-1.67,-1,508,1,708,0,0,0,0
4,0,720,1200,480,0,999,1,1,5.00,0.00,0.00,0.00,-1.00,0.00,-10,990,-1,508,0,0,0,0
